id,campaign_id,campaign_name,channel,date,impressions,clicks,conversions,spend_usd,revenue_usd,ctr,cpc,cpl,conversion_rate,roas,bounce_rate,ad_quality,audience_age_group,audience_device,region,ad_format,objective,budget_type
2381,3381,Campaign_2381,Google Ads,2023-08-11,47152,3426,245,307.55,398.68,0.0727,0.09,1.26,0.0715,1.30,0.9273,2,55+,Tablet,Asia-Pacific,Text,Awareness,Daily
2382,3382,Campaign_2382,Facebook Ads,2024-07-23,18443,339,88,2219.23,3468.20,0.0184,6.55,25.22,0.2596,1.56,0.9816,3,45-54,Tablet,Europe,Text,Conversion,Daily
2383,3383,Campaign_2383,Organic Search,2023-01-05,33250,2115,202,4042.85,10151.18,0.0636,1.91,20.01,0.0955,2.51,0.9364,5,35-44,Tablet,Europe,Video,Consideration,Lifetime
2384,3384,Campaign_2384,Email,2023-05-28,2922,113,433,2950.55,2134.13,0.0387,26.11,6.81,3.8319,0.72,0.9613,5,45-54,Mobile,North America,Text,Awareness,Daily
2385,3385,Campaign_2385,LinkedIn,2024-01-30,32976,3995,239,3051.41,8082.37,0.1211,0.76,12.77,0.0598,2.65,0.8789,4,45-54,Mobile,North America,Text,Consideration,Daily
2386,3386,Campaign_2386,Facebook Ads,2023-05-01,12991,379,489,1042.89,1332.70,0.0292,2.75,2.13,1.2902,1.28,0.9708,2,35-44,Tablet,LATAM,Carousel,Consideration,Daily
2387,3387,Campaign_2387,Organic Search,2024-10-11,39869,4908,267,1752.27,882.49,0.1231,0.36,6.56,0.0544,0.50,0.8769,4,25-34,Tablet,Europe,Video,Awareness,Lifetime
2388,3388,Campaign_2388,LinkedIn,2023-10-23,23733,2013,12,4233.95,4595.52,0.0848,2.10,352.83,0.0060,1.09,0.9152,5,25-34,Mobile,LATAM,Text,Conversion,Lifetime
2389,3389,Campaign_2389,Google Ads,2023-02-13,3473,3138,136,484.89,350.94,0.9035,0.15,3.57,0.0433,0.72,0.0965,1,35-44,Tablet,Europe,Image,Conversion,Lifetime
2390,3390,Campaign_2390,Google Ads,2023-09-30,9108,2540,314,4296.76,3140.77,0.2789,1.69,13.68,0.1236,0.73,0.7211,5,45-54,Tablet,Europe,Carousel,Conversion,Daily
2391,3391,Campaign_2391,LinkedIn,2024-08-09,29715,190,172,2444.27,5455.83,0.0064,12.86,14.21,0.9053,2.23,0.9936,5,45-54,Tablet,Europe,Image,Awareness,Daily
2392,3392,Campaign_2392,Facebook Ads,2023-11-05,49218,4589,229,4193.88,4340.42,0.0932,0.91,18.31,0.0499,1.03,0.9068,3,25-34,Mobile,North America,Video,Awareness,Daily
2393,3393,Campaign_2393,Google Ads,2023-04-21,43811,2523,197,1624.13,4607.42,0.0576,0.64,8.24,0.0781,2.84,0.9424,4,18-24,Mobile,LATAM,Carousel,Conversion,Daily
2394,3394,Campaign_2394,Email,2023-04-23,33210,3953,490,1727.27,3093.73,0.1190,0.44,3.53,0.1240,1.79,0.8810,4,25-34,Desktop,Europe,Video,Conversion,Daily
2395,3395,Campaign_2395,LinkedIn,2024-06-29,49978,499,242,3770.44,6222.15,0.0100,7.56,15.58,0.4850,1.65,0.9900,4,35-44,Desktop,LATAM,Text,Consideration,Daily
2396,3396,Campaign_2396,LinkedIn,2023-06-30,38317,1875,42,3935.73,6240.92,0.0489,2.10,93.71,0.0224,1.59,0.9511,1,18-24,Desktop,LATAM,Carousel,Consideration,Lifetime
2397,3397,Campaign_2397,Google Ads,2024-12-20,34362,4496,329,1186.74,2648.17,0.1308,0.26,3.61,0.0732,2.23,0.8692,2,18-24,Desktop,North America,Video,Awareness,Lifetime
2398,3398,Campaign_2398,Facebook Ads,2023-11-20,5889,4744,278,4865.71,7934.30,0.8056,1.03,17.50,0.0586,1.63,0.1944,2,35-44,Tablet,North America,Video,Conversion,Lifetime
2399,3399,Campaign_2399,Email,2023-10-06,25021,4856,78,468.23,384.65,0.1941,0.10,6.00,0.0161,0.82,0.8059,5,55+,Mobile,Europe,Video,Conversion,Lifetime
2400,3400,Campaign_2400,Facebook Ads,2023-08-17,9212,919,428,389.09,1050.71,0.0998,0.42,0.91,0.4657,2.70,0.9002,3,25-34,Mobile,Asia-Pacific,Image,Awareness,Daily
2401,3401,Campaign_2401,Organic Search,2023-06-27,32971,3614,278,2997.75,4709.43,0.1096,0.83,10.78,0.0769,1.57,0.8904,4,45-54,Desktop,LATAM,Carousel,Conversion,Daily
2402,3402,Campaign_2402,Organic Search,2024-11-02,4201,3709,231,3627.57,2484.93,0.8829,0.98,15.70,0.0623,0.69,0.1171,5,25-34,Tablet,North America,Video,Awareness,Daily
2403,3403,Campaign_2403,Google Ads,2023-07-18,41622,3652,100,4806.39,8764.04,0.0877,1.32,48.06,0.0274,1.82,0.9123,3,35-44,Mobile,LATAM,Carousel,Consideration,Daily
2404,3404,Campaign_2404,Google Ads,2024-07-14,40531,442,161,2054.48,4352.14,0.0109,4.65,12.76,0.3643,2.12,0.9891,4,45-54,Mobile,Asia-Pacific,Text,Conversion,Lifetime
2405,3405,Campaign_2405,Google Ads,2023-08-02,44421,891,143,175.19,208.29,0.0201,0.20,1.23,0.1605,1.19,0.9799,3,55+,Tablet,LATAM,Text,Conversion,Lifetime
2406,3406,Campaign_2406,Organic Search,2024-08-04,25346,2498,446,3034.34,7588.43,0.0986,1.21,6.80,0.1785,2.50,0.9014,3,35-44,Tablet,Europe,Video,Awareness,Lifetime
2407,3407,Campaign_2407,Facebook Ads,2023-07-26,38958,2841,108,1484.00,3226.87,0.0729,0.52,13.74,0.0380,2.17,0.9271,3,25-34,Desktop,LATAM,Carousel,Awareness,Lifetime
2408,3408,Campaign_2408,Facebook Ads,2024-02-21,14715,3003,434,2193.09,4662.19,0.2041,0.73,5.05,0.1445,2.13,0.7959,5,18-24,Desktop,North America,Video,Awareness,Lifetime
2409,3409,Campaign_2409,Google Ads,2024-12-10,6681,1408,232,2467.92,3830.37,0.2107,1.75,10.64,0.1648,1.55,0.7893,5,35-44,Tablet,Europe,Video,Awareness,Daily
2410,3410,Campaign_2410,Email,2024-12-20,37446,1040,110,369.34,1072.85,0.0278,0.36,3.36,0.1058,2.90,0.9722,1,35-44,Mobile,Europe,Image,Consideration,Daily
2411,3411,Campaign_2411,Facebook Ads,2023-07-28,47870,1088,415,2455.61,2911.06,0.0227,2.26,5.92,0.3814,1.19,0.9773,5,25-34,Tablet,Asia-Pacific,Carousel,Awareness,Lifetime
2412,3412,Campaign_2412,Organic Search,2024-10-01,17720,77,421,2160.28,4200.15,0.0043,28.06,5.13,5.4675,1.94,0.9957,5,55+,Tablet,Europe,Image,Conversion,Lifetime
2413,3413,Campaign_2413,LinkedIn,2024-10-15,2667,437,231,3577.09,4552.34,0.1639,8.19,15.49,0.5286,1.27,0.8361,2,25-34,Mobile,North America,Video,Conversion,Daily
2414,3414,Campaign_2414,LinkedIn,2024-09-18,29152,882,439,3246.05,7667.21,0.0303,3.68,7.39,0.4977,2.36,0.9697,1,25-34,Mobile,Asia-Pacific,Image,Conversion,Lifetime
2415,3415,Campaign_2415,LinkedIn,2024-03-23,9204,299,237,966.82,598.92,0.0325,3.23,4.08,0.7926,0.62,0.9675,3,55+,Desktop,Europe,Image,Conversion,Daily
2416,3416,Campaign_2416,Email,2024-03-24,38890,2077,196,1070.39,658.01,0.0534,0.52,5.46,0.0944,0.61,0.9466,4,55+,Tablet,Asia-Pacific,Image,Consideration,Daily
2417,3417,Campaign_2417,Google Ads,2023-03-23,25537,1578,272,1292.48,3266.29,0.0618,0.82,4.75,0.1724,2.53,0.9382,4,35-44,Desktop,LATAM,Text,Consideration,Daily
2418,3418,Campaign_2418,Organic Search,2023-02-21,12217,4243,85,935.80,1483.87,0.3473,0.22,11.01,0.0200,1.59,0.6527,3,18-24,Tablet,Europe,Text,Consideration,Lifetime
2419,3419,Campaign_2419,Email,2023-08-17,49351,1888,294,3303.21,4469.08,0.0383,1.75,11.24,0.1557,1.35,0.9617,3,25-34,Tablet,North America,Image,Awareness,Lifetime
2420,3420,Campaign_2420,Organic Search,2024-05-26,34741,1410,40,4972.43,10038.43,0.0406,3.53,124.31,0.0284,2.02,0.9594,2,18-24,Mobile,North America,Carousel,Conversion,Daily
2421,3421,Campaign_2421,Organic Search,2023-06-01,21654,3159,47,3277.94,7390.93,0.1459,1.04,69.74,0.0149,2.25,0.8541,1,55+,Tablet,Europe,Text,Conversion,Daily
2422,3422,Campaign_2422,Google Ads,2024-01-28,2408,1373,465,3053.07,3062.24,0.5702,2.22,6.57,0.3387,1.00,0.4298,4,55+,Tablet,LATAM,Image,Consideration,Daily
2423,3423,Campaign_2423,LinkedIn,2024-10-15,43903,2276,411,2079.14,2003.41,0.0518,0.91,5.06,0.1806,0.96,0.9482,3,25-34,Mobile,Asia-Pacific,Video,Awareness,Daily
2424,3424,Campaign_2424,Google Ads,2024-11-28,19672,3730,76,1597.27,4624.70,0.1896,0.43,21.02,0.0204,2.90,0.8104,4,35-44,Mobile,North America,Text,Consideration,Daily
2425,3425,Campaign_2425,Email,2024-01-08,42506,941,177,4559.82,9001.82,0.0221,4.85,25.76,0.1881,1.97,0.9779,5,25-34,Mobile,North America,Video,Conversion,Daily
2426,3426,Campaign_2426,Email,2023-09-17,48117,1355,489,4846.56,7150.09,0.0282,3.58,9.91,0.3609,1.48,0.9718,2,35-44,Tablet,Asia-Pacific,Image,Conversion,Daily
2427,3427,Campaign_2427,Email,2024-12-30,2218,4598,256,2509.04,6281.64,2.0730,0.55,9.80,0.0557,2.50,-1.0730,1,45-54,Mobile,Asia-Pacific,Image,Consideration,Lifetime
2428,3428,Campaign_2428,Google Ads,2023-01-11,37145,4242,116,1486.49,2694.85,0.1142,0.35,12.81,0.0273,1.81,0.8858,1,35-44,Tablet,North America,Image,Conversion,Daily
2429,3429,Campaign_2429,Organic Search,2024-09-23,44732,311,433,3862.10,4264.36,0.0070,12.42,8.92,1.3923,1.10,0.9930,3,25-34,Desktop,Asia-Pacific,Video,Consideration,Daily
2430,3430,Campaign_2430,Organic Search,2024-04-29,31105,2390,18,705.66,717.54,0.0768,0.30,39.20,0.0075,1.02,0.9232,4,25-34,Mobile,Europe,Text,Consideration,Lifetime
2431,3431,Campaign_2431,Facebook Ads,2023-12-10,5098,1843,481,3839.66,5729.34,0.3615,2.08,7.98,0.2610,1.49,0.6385,4,35-44,Desktop,North America,Image,Consideration,Lifetime
2432,3432,Campaign_2432,Email,2024-02-09,8619,2346,58,4103.79,10873.98,0.2722,1.75,70.76,0.0247,2.65,0.7278,3,18-24,Desktop,North America,Carousel,Consideration,Daily
2433,3433,Campaign_2433,Organic Search,2023-11-27,12939,2342,195,668.27,436.79,0.1810,0.29,3.43,0.0833,0.65,0.8190,3,35-44,Mobile,North America,Image,Conversion,Lifetime
2434,3434,Campaign_2434,Facebook Ads,2024-04-16,19226,2220,106,4885.46,5111.73,0.1155,2.20,46.09,0.0477,1.05,0.8845,3,45-54,Mobile,Europe,Text,Awareness,Daily
2435,3435,Campaign_2435,Organic Search,2023-11-05,26322,374,450,4928.29,13468.42,0.0142,13.18,10.95,1.2032,2.73,0.9858,3,45-54,Tablet,North America,Text,Conversion,Daily
2436,3436,Campaign_2436,Email,2023-02-27,17878,1035,424,4686.76,3769.73,0.0579,4.53,11.05,0.4097,0.80,0.9421,4,18-24,Mobile,Asia-Pacific,Carousel,Consideration,Lifetime
2437,3437,Campaign_2437,LinkedIn,2023-06-11,7560,4832,393,2505.37,5196.30,0.6392,0.52,6.37,0.0813,2.07,0.3608,2,45-54,Desktop,North America,Image,Conversion,Daily
2438,3438,Campaign_2438,Email,2024-09-28,39278,3902,283,1268.07,1310.90,0.0993,0.32,4.48,0.0725,1.03,0.9007,5,25-34,Desktop,Europe,Text,Awareness,Lifetime
2439,3439,Campaign_2439,Google Ads,2023-03-31,37212,1789,33,2930.95,5904.89,0.0481,1.64,88.82,0.0184,2.01,0.9519,4,18-24,Desktop,Europe,Text,Conversion,Lifetime
2440,3440,Campaign_2440,Organic Search,2024-02-10,30299,1910,294,2128.67,3103.09,0.0630,1.11,7.24,0.1539,1.46,0.9370,3,18-24,Tablet,LATAM,Text,Consideration,Lifetime
2441,3441,Campaign_2441,Organic Search,2024-08-06,8543,3187,494,1069.45,806.57,0.3731,0.34,2.16,0.1550,0.75,0.6269,4,18-24,Tablet,North America,Video,Awareness,Lifetime
2442,3442,Campaign_2442,Google Ads,2023-04-09,24946,3948,250,2147.20,4200.33,0.1583,0.54,8.59,0.0633,1.96,0.8417,5,35-44,Mobile,Europe,Text,Conversion,Daily
2443,3443,Campaign_2443,Google Ads,2024-06-20,32740,885,125,3336.25,7365.13,0.0270,3.77,26.69,0.1412,2.21,0.9730,1,35-44,Mobile,LATAM,Text,Awareness,Daily
2444,3444,Campaign_2444,LinkedIn,2023-01-05,46197,4204,338,401.02,882.52,0.0910,0.10,1.19,0.0804,2.20,0.9090,2,18-24,Mobile,North America,Video,Conversion,Daily
2445,3445,Campaign_2445,Organic Search,2023-07-24,8253,2828,105,1700.42,3558.28,0.3427,0.60,16.19,0.0371,2.09,0.6573,3,45-54,Desktop,Europe,Image,Awareness,Daily
2446,3446,Campaign_2446,Organic Search,2024-08-17,14775,1446,439,138.08,241.72,0.0979,0.10,0.31,0.3036,1.75,0.9021,4,25-34,Desktop,Europe,Carousel,Consideration,Lifetime
2447,3447,Campaign_2447,LinkedIn,2023-03-31,33813,1726,179,3760.00,6763.04,0.0510,2.18,21.01,0.1037,1.80,0.9490,2,25-34,Desktop,North America,Video,Consideration,Lifetime
2448,3448,Campaign_2448,Facebook Ads,2024-11-07,28632,4381,109,3221.42,6729.87,0.1530,0.74,29.55,0.0249,2.09,0.8470,5,35-44,Mobile,North America,Video,Awareness,Lifetime
2449,3449,Campaign_2449,LinkedIn,2024-02-11,49365,4363,227,360.23,801.75,0.0884,0.08,1.59,0.0520,2.23,0.9116,4,55+,Mobile,LATAM,Video,Conversion,Lifetime
2450,3450,Campaign_2450,Email,2023-05-08,3057,1887,120,4825.45,10312.91,0.6173,2.56,40.21,0.0636,2.14,0.3827,5,18-24,Desktop,North America,Text,Consideration,Daily
2451,3451,Campaign_2451,Organic Search,2024-09-04,34431,3771,106,161.98,318.67,0.1095,0.04,1.53,0.0281,1.97,0.8905,3,55+,Mobile,North America,Image,Conversion,Lifetime
2452,3452,Campaign_2452,Google Ads,2024-06-10,38436,3722,130,2970.31,2642.38,0.0968,0.80,22.85,0.0349,0.89,0.9032,5,25-34,Tablet,Asia-Pacific,Image,Awareness,Lifetime
2453,3453,Campaign_2453,Email,2023-07-26,19413,3072,22,3893.02,3996.35,0.1582,1.27,176.96,0.0072,1.03,0.8418,3,35-44,Mobile,North America,Image,Conversion,Lifetime
2454,3454,Campaign_2454,Organic Search,2024-02-04,31225,4734,144,3950.09,4544.82,0.1516,0.83,27.43,0.0304,1.15,0.8484,3,35-44,Desktop,Europe,Carousel,Awareness,Lifetime
2455,3455,Campaign_2455,LinkedIn,2023-05-18,39485,1721,326,219.71,615.00,0.0436,0.13,0.67,0.1894,2.80,0.9564,5,35-44,Mobile,LATAM,Image,Conversion,Lifetime
2456,3456,Campaign_2456,Email,2023-02-19,3696,966,153,4536.75,10881.34,0.2614,4.70,29.65,0.1584,2.40,0.7386,1,35-44,Tablet,LATAM,Carousel,Awareness,Daily
2457,3457,Campaign_2457,Organic Search,2024-02-29,46968,967,106,4596.34,8651.08,0.0206,4.75,43.36,0.1096,1.88,0.9794,5,35-44,Desktop,LATAM,Text,Awareness,Daily
2458,3458,Campaign_2458,Facebook Ads,2024-08-26,17101,1183,145,2828.88,3197.04,0.0692,2.39,19.51,0.1226,1.13,0.9308,3,18-24,Mobile,Europe,Image,Awareness,Daily
2459,3459,Campaign_2459,Facebook Ads,2023-04-07,9831,1886,251,2436.31,1893.57,0.1918,1.29,9.71,0.1331,0.78,0.8082,5,55+,Mobile,North America,Carousel,Awareness,Lifetime
2460,3460,Campaign_2460,Google Ads,2023-10-24,20047,2188,493,272.09,747.40,0.1091,0.12,0.55,0.2253,2.75,0.8909,4,25-34,Mobile,Europe,Text,Conversion,Lifetime
2461,3461,Campaign_2461,Organic Search,2023-08-16,6004,4057,301,2831.67,7735.17,0.6757,0.70,9.41,0.0742,2.73,0.3243,5,25-34,Mobile,Asia-Pacific,Text,Consideration,Lifetime
2462,3462,Campaign_2462,Facebook Ads,2024-05-19,23705,1955,69,2076.43,1612.84,0.0825,1.06,30.09,0.0353,0.78,0.9175,1,35-44,Tablet,LATAM,Carousel,Awareness,Lifetime
2463,3463,Campaign_2463,LinkedIn,2023-08-30,46924,4039,30,3875.39,9661.51,0.0861,0.96,129.18,0.0074,2.49,0.9139,3,35-44,Mobile,North America,Text,Awareness,Daily
2464,3464,Campaign_2464,Organic Search,2024-03-10,22509,3535,92,2049.22,3312.80,0.1570,0.58,22.27,0.0260,1.62,0.8430,4,35-44,Mobile,North America,Text,Consideration,Daily
2465,3465,Campaign_2465,LinkedIn,2023-06-03,38170,4847,136,3433.73,4497.90,0.1270,0.71,25.25,0.0281,1.31,0.8730,5,45-54,Desktop,LATAM,Image,Consideration,Lifetime
2466,3466,Campaign_2466,LinkedIn,2023-03-08,44555,2170,373,551.97,1295.89,0.0487,0.25,1.48,0.1719,2.35,0.9513,2,25-34,Tablet,Asia-Pacific,Carousel,Awareness,Lifetime
2467,3467,Campaign_2467,Facebook Ads,2023-09-06,15662,2782,162,708.11,1441.59,0.1776,0.25,4.37,0.0582,2.04,0.8224,3,35-44,Desktop,Asia-Pacific,Text,Awareness,Daily
2468,3468,Campaign_2468,Organic Search,2024-02-11,39680,2819,80,741.57,1816.90,0.0710,0.26,9.27,0.0284,2.45,0.9290,3,55+,Tablet,North America,Video,Conversion,Daily
2469,3469,Campaign_2469,Email,2023-04-30,1394,1371,315,275.35,188.84,0.9835,0.20,0.87,0.2298,0.69,0.0165,2,45-54,Mobile,Europe,Video,Consideration,Daily
2470,3470,Campaign_2470,Facebook Ads,2024-12-11,48403,3766,75,2729.58,3538.81,0.0778,0.72,36.39,0.0199,1.30,0.9222,3,18-24,Tablet,LATAM,Text,Conversion,Lifetime
2471,3471,Campaign_2471,Facebook Ads,2023-01-02,37365,3404,62,3980.14,5167.38,0.0911,1.17,64.20,0.0182,1.30,0.9089,5,45-54,Desktop,Europe,Image,Awareness,Lifetime
2472,3472,Campaign_2472,Organic Search,2024-08-04,11524,1578,99,3071.54,4067.89,0.1369,1.95,31.03,0.0627,1.32,0.8631,3,45-54,Mobile,North America,Video,Awareness,Lifetime
2473,3473,Campaign_2473,Organic Search,2023-05-15,34097,4793,435,2896.03,5086.01,0.1406,0.60,6.66,0.0908,1.76,0.8594,3,45-54,Desktop,LATAM,Image,Awareness,Daily
2474,3474,Campaign_2474,LinkedIn,2024-12-19,27673,809,47,3419.09,4128.67,0.0292,4.23,72.75,0.0581,1.21,0.9708,5,55+,Desktop,Asia-Pacific,Text,Awareness,Lifetime
2475,3475,Campaign_2475,Organic Search,2023-12-20,18156,3462,444,1731.24,2788.96,0.1907,0.50,3.90,0.1282,1.61,0.8093,1,25-34,Tablet,Asia-Pacific,Carousel,Consideration,Lifetime
2476,3476,Campaign_2476,LinkedIn,2023-07-11,2645,1407,407,1841.67,2614.15,0.5319,1.31,4.52,0.2893,1.42,0.4681,4,35-44,Mobile,Asia-Pacific,Text,Conversion,Daily
2477,3477,Campaign_2477,Facebook Ads,2024-06-20,30049,2240,73,1605.64,3754.37,0.0745,0.72,22.00,0.0326,2.34,0.9255,4,55+,Desktop,North America,Text,Consideration,Daily
2478,3478,Campaign_2478,Google Ads,2023-10-22,10815,3531,313,3574.94,7181.17,0.3265,1.01,11.42,0.0886,2.01,0.6735,5,55+,Desktop,Asia-Pacific,Video,Awareness,Daily
2479,3479,Campaign_2479,Email,2023-06-29,2848,998,191,850.12,1814.22,0.3504,0.85,4.45,0.1914,2.13,0.6496,4,35-44,Tablet,LATAM,Carousel,Conversion,Lifetime
2480,3480,Campaign_2480,Facebook Ads,2024-11-30,35329,2129,29,114.48,117.51,0.0603,0.05,3.95,0.0136,1.03,0.9397,4,45-54,Desktop,LATAM,Image,Awareness,Lifetime
2481,3481,Campaign_2481,Organic Search,2023-12-22,34541,1816,156,3001.17,3942.80,0.0526,1.65,19.24,0.0859,1.31,0.9474,1,18-24,Mobile,LATAM,Image,Consideration,Daily
2482,3482,Campaign_2482,Email,2024-02-23,8311,77,486,4714.79,2606.87,0.0093,61.23,9.70,6.3117,0.55,0.9907,4,45-54,Mobile,LATAM,Carousel,Awareness,Lifetime
2483,3483,Campaign_2483,Google Ads,2024-01-03,22563,2520,265,3066.57,2364.13,0.1117,1.22,11.57,0.1052,0.77,0.8883,5,45-54,Tablet,Asia-Pacific,Image,Consideration,Lifetime
2484,3484,Campaign_2484,Google Ads,2023-07-29,16203,2588,255,3925.46,4563.88,0.1597,1.52,15.39,0.0985,1.16,0.8403,1,25-34,Desktop,LATAM,Video,Consideration,Lifetime
2485,3485,Campaign_2485,LinkedIn,2024-08-31,10290,209,38,3380.31,2243.37,0.0203,16.17,88.96,0.1818,0.66,0.9797,1,45-54,Tablet,North America,Text,Awareness,Daily
2486,3486,Campaign_2486,Email,2024-06-01,35818,2942,54,2512.31,5041.15,0.0821,0.85,46.52,0.0184,2.01,0.9179,5,18-24,Tablet,LATAM,Image,Awareness,Daily
2487,3487,Campaign_2487,LinkedIn,2024-04-08,18131,4163,27,3606.04,10801.26,0.2296,0.87,133.56,0.0065,3.00,0.7704,4,55+,Desktop,Asia-Pacific,Video,Consideration,Daily
2488,3488,Campaign_2488,Facebook Ads,2023-09-18,31143,3772,401,4129.32,3105.41,0.1211,1.09,10.30,0.1063,0.75,0.8789,3,45-54,Mobile,Asia-Pacific,Image,Conversion,Daily
2489,3489,Campaign_2489,Email,2023-11-27,25509,3781,424,1162.42,2967.75,0.1482,0.31,2.74,0.1121,2.55,0.8518,5,55+,Tablet,Europe,Video,Consideration,Lifetime
2490,3490,Campaign_2490,Facebook Ads,2023-10-15,23244,2521,117,1713.85,1366.01,0.1085,0.68,14.65,0.0464,0.80,0.8915,5,25-34,Mobile,LATAM,Image,Conversion,Lifetime
2491,3491,Campaign_2491,LinkedIn,2023-01-31,37741,4900,369,1157.44,2517.18,0.1298,0.24,3.14,0.0753,2.17,0.8702,5,18-24,Mobile,Asia-Pacific,Image,Consideration,Daily
2492,3492,Campaign_2492,Email,2023-03-16,27898,1620,208,2288.26,4823.41,0.0581,1.41,11.00,0.1284,2.11,0.9419,5,35-44,Desktop,Europe,Carousel,Awareness,Daily
2493,3493,Campaign_2493,LinkedIn,2023-02-18,35383,886,74,4431.07,12215.54,0.0250,5.00,59.88,0.0835,2.76,0.9750,3,35-44,Desktop,North America,Carousel,Consideration,Lifetime
2494,3494,Campaign_2494,Email,2023-03-22,48318,3988,64,1758.78,1380.40,0.0825,0.44,27.48,0.0160,0.78,0.9175,5,25-34,Mobile,LATAM,Video,Conversion,Lifetime
2495,3495,Campaign_2495,LinkedIn,2023-05-18,21138,2336,336,1903.61,2453.01,0.1105,0.81,5.67,0.1438,1.29,0.8895,4,18-24,Mobile,Asia-Pacific,Carousel,Conversion,Daily
2496,3496,Campaign_2496,Google Ads,2023-04-17,44262,3455,355,4308.82,3132.29,0.0781,1.25,12.14,0.1027,0.73,0.9219,5,55+,Mobile,Asia-Pacific,Text,Conversion,Lifetime
2497,3497,Campaign_2497,LinkedIn,2024-12-27,6506,2720,99,2601.10,3949.66,0.4181,0.96,26.27,0.0364,1.52,0.5819,5,25-34,Tablet,LATAM,Carousel,Conversion,Daily
2498,3498,Campaign_2498,Google Ads,2024-02-22,21605,4162,45,2700.47,7504.56,0.1926,0.65,60.01,0.0108,2.78,0.8074,2,45-54,Mobile,Europe,Video,Conversion,Lifetime
2499,3499,Campaign_2499,LinkedIn,2024-04-18,14054,4797,315,4310.97,10578.29,0.3413,0.90,13.69,0.0657,2.45,0.6587,2,55+,Tablet,LATAM,Carousel,Consideration,Daily
2500,3500,Campaign_2500,Email,2023-04-05,29231,4405,392,2478.11,5717.62,0.1507,0.56,6.32,0.0890,2.31,0.8493,3,45-54,Desktop,North America,Video,Awareness,Lifetime
2501,3501,Campaign_2501,Email,2024-02-04,14861,1677,428,3423.71,6274.18,0.1128,2.04,8.00,0.2552,1.83,0.8872,5,45-54,Desktop,North America,Text,Awareness,Daily
2502,3502,Campaign_2502,Email,2024-02-06,12587,1916,443,473.94,1283.77,0.1522,0.25,1.07,0.2312,2.71,0.8478,5,55+,Mobile,LATAM,Video,Consideration,Daily
2503,3503,Campaign_2503,Organic Search,2023-05-28,14515,254,155,934.23,1516.82,0.0175,3.68,6.03,0.6102,1.62,0.9825,3,45-54,Desktop,Europe,Video,Awareness,Lifetime
2504,3504,Campaign_2504,Facebook Ads,2023-08-15,22675,3629,239,2051.66,1793.59,0.1600,0.57,8.58,0.0659,0.87,0.8400,4,35-44,Mobile,North America,Text,Consideration,Daily
2505,3505,Campaign_2505,Email,2023-04-28,39622,3224,352,2499.45,6483.48,0.0814,0.78,7.10,0.1092,2.59,0.9186,5,55+,Tablet,LATAM,Text,Conversion,Lifetime
2506,3506,Campaign_2506,Google Ads,2024-08-18,17600,841,258,4830.38,5792.09,0.0478,5.74,18.72,0.3068,1.20,0.9522,3,25-34,Mobile,Europe,Video,Consideration,Daily
2507,3507,Campaign_2507,Email,2024-09-21,28892,4142,434,4854.73,3078.31,0.1434,1.17,11.19,0.1048,0.63,0.8566,1,35-44,Desktop,Europe,Image,Awareness,Daily
2508,3508,Campaign_2508,Organic Search,2024-09-14,18743,3797,135,4263.43,3475.10,0.2026,1.12,31.58,0.0356,0.82,0.7974,3,25-34,Mobile,Asia-Pacific,Image,Awareness,Daily
2509,3509,Campaign_2509,Google Ads,2024-05-11,4774,1155,369,1612.21,3260.93,0.2419,1.40,4.37,0.3195,2.02,0.7581,5,18-24,Desktop,North America,Video,Awareness,Daily
2510,3510,Campaign_2510,Organic Search,2024-09-11,22801,1140,197,4821.94,9729.25,0.0500,4.23,24.48,0.1728,2.02,0.9500,5,25-34,Tablet,LATAM,Carousel,Consideration,Daily
2511,3511,Campaign_2511,Google Ads,2024-11-04,38695,1657,186,3462.24,3983.16,0.0428,2.09,18.61,0.1123,1.15,0.9572,3,55+,Desktop,North America,Video,Consideration,Daily
2512,3512,Campaign_2512,LinkedIn,2024-04-06,29853,1889,115,1995.05,4624.43,0.0633,1.06,17.35,0.0609,2.32,0.9367,1,25-34,Desktop,Europe,Video,Consideration,Lifetime
2513,3513,Campaign_2513,Facebook Ads,2024-10-26,5429,3447,444,3523.29,8576.04,0.6349,1.02,7.94,0.1288,2.43,0.3651,4,18-24,Desktop,Asia-Pacific,Carousel,Awareness,Daily
2514,3514,Campaign_2514,Facebook Ads,2024-08-29,5606,116,57,131.79,369.18,0.0207,1.14,2.31,0.4914,2.80,0.9793,5,45-54,Desktop,North America,Text,Consideration,Lifetime
2515,3515,Campaign_2515,Organic Search,2023-03-18,5478,4829,69,773.47,1517.81,0.8815,0.16,11.21,0.0143,1.96,0.1185,4,55+,Desktop,LATAM,Video,Consideration,Lifetime
2516,3516,Campaign_2516,Facebook Ads,2024-04-26,49844,1328,92,4156.94,10178.51,0.0266,3.13,45.18,0.0693,2.45,0.9734,3,35-44,Desktop,North America,Image,Awareness,Lifetime
2517,3517,Campaign_2517,Organic Search,2023-05-30,19280,4208,228,3245.59,7733.43,0.2183,0.77,14.24,0.0542,2.38,0.7817,2,35-44,Mobile,Europe,Text,Conversion,Lifetime
2518,3518,Campaign_2518,Organic Search,2024-06-29,41134,863,395,1852.76,2120.53,0.0210,2.15,4.69,0.4577,1.14,0.9790,5,25-34,Tablet,Asia-Pacific,Text,Conversion,Lifetime
